"";"link";"url";"num";"year";"...5";"L1"
"2980";"
 № 1";"contents.asp?id=51962624";"Номер: 1";"Год: 2023";"Дата размещения:01.05.2023";"Новая и новейшая история"
"2981";"
 № 2";"contents.asp?id=54069146";"Номер: 2";"Год: 2023";"Дата размещения:30.06.2023";"Новая и новейшая история"
"2982";"
 № 3";"contents.asp?id=54069621";"Номер: 3";"Год: 2023";"Дата размещения:30.06.2023";"Новая и новейшая история"
"2983";"
 № 4";"contents.asp?id=54514414";"Номер: 4";"Год: 2023";"Дата размещения:25.09.2023";"Новая и новейшая история"
"2984";"
 № 5";"contents.asp?id=56120455";"Номер: 5";"Год: 2023";"Дата размещения:22.12.2023";"Новая и новейшая история"
"2985";"
 № 6";"contents.asp?id=56572910";"Номер: 6";"Год: 2023";"Дата размещения:26.12.2023";"Новая и новейшая история"
"2986";"
 № 1";"contents.asp?id=48072742";"Номер: 1";"Год: 2022";"Дата размещения:14.03.2022";"Новая и новейшая история"
"2987";"
 № 2";"contents.asp?id=48611945";"Номер: 2";"Год: 2022";"Дата размещения:14.06.2022";"Новая и новейшая история"
"2988";"
 № 3";"contents.asp?id=48676193";"Номер: 3";"Год: 2022";"Дата размещения:23.06.2022";"Новая и новейшая история"
"2989";"
 № 4";"contents.asp?id=49399510";"Номер: 4";"Год: 2022";"Дата размещения:14.09.2022";"Новая и новейшая история"
"2990";"
 № 5";"contents.asp?id=49828443";"Номер: 5";"Год: 2022";"Дата размещения:30.11.2022";"Новая и новейшая история"
"2991";"
 № 6";"contents.asp?id=49964688";"Номер: 6";"Год: 2022";"Дата размещения:23.12.2022";"Новая и новейшая история"
"2992";"
 № 1";"contents.asp?id=44800513";"Номер: 1";"Год: 2021";"Дата размещения:09.03.2021";"Новая и новейшая история"
"2993";"
 № 2";"contents.asp?id=46122810";"Номер: 2";"Год: 2021";"Дата размещения:11.06.2021";"Новая и новейшая история"
"2994";"
 № 3";"contents.asp?id=46186256";"Номер: 3";"Год: 2021";"Дата размещения:24.06.2021";"Новая и новейшая история"
"2995";"
 № 4";"contents.asp?id=46437354";"Номер: 4";"Год: 2021";"Дата размещения:20.08.2021";"Новая и новейшая история"
"2996";"
 № 5";"contents.asp?id=47162462";"Номер: 5";"Год: 2021";"Дата размещения:12.11.2021";"Новая и новейшая история"
"2997";"
 № 6";"contents.asp?id=47322547";"Номер: 6";"Год: 2021";"Дата размещения:13.12.2021";"Новая и новейшая история"
"2998";"
 № 1";"contents.asp?id=42532698";"Номер: 1";"Год: 2020";"Дата размещения:18.03.2020";"Новая и новейшая история"
"2999";"
 № 2";"contents.asp?id=42955695";"Номер: 2";"Год: 2020";"Дата размещения:15.06.2020";"Новая и новейшая история"
"3000";"
 № 3";"contents.asp?id=43008238";"Номер: 3";"Год: 2020";"Дата размещения:25.06.2020";"Новая и новейшая история"
"3001";"
 № 4";"contents.asp?id=43937113";"Номер: 4";"Год: 2020";"Дата размещения:18.09.2020";"Новая и новейшая история"
"3002";"
 № 5";"contents.asp?id=44185695";"Номер: 5";"Год: 2020";"Дата размещения:12.11.2020";"Новая и новейшая история"
"3003";"
 № 6";"contents.asp?id=44345952";"Номер: 6";"Год: 2020";"Дата размещения:14.12.2020";"Новая и новейшая история"
"3004";"
 № 1";"contents.asp?id=67863756";"Номер: 1";"Год: 2024";"Дата размещения:22.06.2024";"Общественные науки и современность"
"3005";"
 № 2";"contents.asp?id=68007197";"Номер: 2";"Год: 2024";"Дата размещения:16.07.2024";"Общественные науки и современность"
"3006";"
 № 3";"contents.asp?id=73165693";"Номер: 3";"Год: 2024";"Дата размещения:22.10.2024";"Общественные науки и современность"
"3007";"
 № 4";"contents.asp?id=74320997";"Номер: 4";"Год: 2024";"Дата размещения:02.11.2024";"Общественные науки и современность"
"3008";"
 № 1";"contents.asp?id=50503462";"Номер: 1";"Год: 2023";"Дата размещения:13.04.2023";"Общественные науки и современность"
"3009";"
 № 2";"contents.asp?id=53805517";"Номер: 2";"Год: 2023";"Дата размещения:26.05.2023";"Общественные науки и современность"
"3010";"
 № 3";"contents.asp?id=54300315";"Номер: 3";"Год: 2023";"Дата размещения:17.08.2023";"Общественные науки и современность"
"3011";"
 № 4";"contents.asp?id=54738570";"Номер: 4";"Год: 2023";"Дата размещения:29.10.2023";"Общественные науки и современность"
"3012";"
 № 5";"contents.asp?id=56005547";"Номер: 5";"Год: 2023";"Дата размещения:21.12.2023";"Общественные науки и современность"
"3013";"
 № 6";"contents.asp?id=56739691";"Номер: 6";"Год: 2023";"Дата размещения:28.12.2023";"Общественные науки и современность"
"3014";"
 № 1";"contents.asp?id=48076707";"Номер: 1";"Год: 2022";"Дата размещения:15.03.2022";"Общественные науки и современность"
"3015";"
 № 2";"contents.asp?id=48433680";"Номер: 2";"Год: 2022";"Дата размещения:13.05.2022";"Общественные науки и современность"
"3016";"
 № 3";"contents.asp?id=48621353";"Номер: 3";"Год: 2022";"Дата размещения:14.06.2022";"Общественные науки и современность"
"3017";"
 № 4";"contents.asp?id=49391061";"Номер: 4";"Год: 2022";"Дата размещения:12.09.2022";"Общественные науки и современность"
"3018";"
 № 5";"contents.asp?id=49818982";"Номер: 5";"Год: 2022";"Дата размещения:29.11.2022";"Общественные науки и современность"
"3019";"
 № 6";"contents.asp?id=49987967";"Номер: 6";"Год: 2022";"Дата размещения:27.12.2022";"Общественные науки и современность"
"3020";"
 № 1";"contents.asp?id=44835044";"Номер: 1";"Год: 2021";"Дата размещения:17.03.2021";"Общественные науки и современность"
"3021";"
 № 2";"contents.asp?id=45977014";"Номер: 2";"Год: 2021";"Дата размещения:08.06.2021";"Общественные науки и современность"
"3022";"
 № 3";"contents.asp?id=46194734";"Номер: 3";"Год: 2021";"Дата размещения:27.06.2021";"Общественные науки и современность"
"3023";"
 № 4";"contents.asp?id=46582615";"Номер: 4";"Год: 2021";"Дата размещения:27.09.2021";"Общественные науки и современность"
"3024";"
 № 5";"contents.asp?id=47199568";"Номер: 5";"Год: 2021";"Дата размещения:19.11.2021";"Общественные науки и современность"
"3025";"
 № 6";"contents.asp?id=47364022";"Номер: 6";"Год: 2021";"Дата размещения:20.12.2021";"Общественные науки и современность"
"3026";"
 № 1";"contents.asp?id=42524834";"Номер: 1";"Год: 2020";"Дата размещения:17.03.2020";"Общественные науки и современность"
"3027";"
 № 2";"contents.asp?id=42773848";"Номер: 2";"Год: 2020";"Дата размещения:06.05.2020";"Общественные науки и современность"
"3028";"
 № 3";"contents.asp?id=43039868";"Номер: 3";"Год: 2020";"Дата размещения:30.06.2020";"Общественные науки и современность"
"3029";"
 № 4";"contents.asp?id=44007580";"Номер: 4";"Год: 2020";"Дата размещения:05.10.2020";"Общественные науки и современность"
"3030";"
 № 5";"contents.asp?id=44187176";"Номер: 5";"Год: 2020";"Дата размещения:12.11.2020";"Общественные науки и современность"
"3031";"
 № 6";"contents.asp?id=44446360";"Номер: 6";"Год: 2020";"Дата размещения:30.12.2020";"Общественные науки и современность"
"3032";"
 № 1";"contents.asp?id=67878716";"Номер: 1";"Год: 2024";"Дата размещения:24.06.2024";"Общество и экономика"
"3033";"
 № 2";"contents.asp?id=67862913";"Номер: 2";"Год: 2024";"Дата размещения:22.06.2024";"Общество и экономика"
"3034";"
 № 3";"contents.asp?id=67862274";"Номер: 3";"Год: 2024";"Дата размещения:22.06.2024";"Общество и экономика"
"3035";"
 № 4";"contents.asp?id=67919090";"Номер: 4";"Год: 2024";"Дата размещения:03.07.2024";"Общество и экономика"
"3036";"
 № 5";"contents.asp?id=68506487";"Номер: 5";"Год: 2024";"Дата размещения:30.07.2024";"Общество и экономика"
"3037";"
 № 6";"contents.asp?id=68579650";"Номер: 6";"Год: 2024";"Дата размещения:15.08.2024";"Общество и экономика"
"3038";"
 № 7-8";"contents.asp?id=73529535";"Номер: 7-8";"Год: 2024";"Дата размещения:24.10.2024";"Общество и экономика"
"3039";"
 № 9";"contents.asp?id=74496993";"Номер: 9";"Год: 2024";"Дата размещения:07.11.2024";"Общество и экономика"
"3040";"
 № 10";"contents.asp?id=75116955";"Номер: 10";"Год: 2024";"Дата размещения:02.12.2024";"Общество и экономика"
"3041";"
 № 1";"contents.asp?id=50143966";"Номер: 1";"Год: 2023";"Дата размещения:27.01.2023";"Общество и экономика"
"3042";"
 № 2";"contents.asp?id=52078199";"Номер: 2";"Год: 2023";"Дата размещения:02.05.2023";"Общество и экономика"
"3043";"
 № 3";"contents.asp?id=52078395";"Номер: 3";"Год: 2023";"Дата размещения:02.05.2023";"Общество и экономика"
"3044";"
 № 4";"contents.asp?id=53770896";"Номер: 4";"Год: 2023";"Дата размещения:24.05.2023";"Общество и экономика"
"3045";"
 № 5";"contents.asp?id=53933825";"Номер: 5";"Год: 2023";"Дата размещения:09.06.2023";"Общество и экономика"
"3046";"
 № 6";"contents.asp?id=54064876";"Номер: 6";"Год: 2023";"Дата размещения:29.06.2023";"Общество и экономика"
"3047";"
 № 7";"contents.asp?id=54610826";"Номер: 7";"Год: 2023";"Дата размещения:02.10.2023";"Общество и экономика"
"3048";"
 № 8";"contents.asp?id=54610096";"Номер: 8";"Год: 2023";"Дата размещения:02.10.2023";"Общество и экономика"
"3049";"
 № 9";"contents.asp?id=54610110";"Номер: 9";"Год: 2023";"Дата размещения:02.10.2023";"Общество и экономика"
"3050";"
 № 10";"contents.asp?id=54981363";"Номер: 10";"Год: 2023";"Дата размещения:08.12.2023";"Общество и экономика"
"3051";"
 № 11";"contents.asp?id=57171524";"Номер: 11";"Год: 2023";"Дата размещения:30.12.2023";"Общество и экономика"
"3052";"
 № 12";"contents.asp?id=57649851";"Номер: 12";"Год: 2023";"Дата размещения:02.01.2024";"Общество и экономика"
"3053";"
 № 1";"contents.asp?id=47694925";"Номер: 1";"Год: 2022";"Дата размещения:26.01.2022";"Общество и экономика"
"3054";"
 № 2";"contents.asp?id=48035834";"Номер: 2";"Год: 2022";"Дата размещения:04.03.2022";"Общество и экономика"
"3055";"
 № 3";"contents.asp?id=48104393";"Номер: 3";"Год: 2022";"Дата размещения:22.03.2022";"Общество и экономика"
"3056";"
 № 4";"contents.asp?id=48417438";"Номер: 4";"Год: 2022";"Дата размещения:12.05.2022";"Общество и экономика"
"3057";"
 № 5";"contents.asp?id=48656532";"Номер: 5";"Год: 2022";"Дата размещения:20.06.2022";"Общество и экономика"
"3058";"
 № 6";"contents.asp?id=48683915";"Номер: 6";"Год: 2022";"Дата размещения:24.06.2022";"Общество и экономика"
"3059";"
 № 7";"contents.asp?id=49350176";"Номер: 7";"Год: 2022";"Дата размещения:31.08.2022";"Общество и экономика"
"3060";"
 № 8";"contents.asp?id=49357725";"Номер: 8";"Год: 2022";"Дата размещения:02.09.2022";"Общество и экономика"
"3061";"
 № 9";"contents.asp?id=49424481";"Номер: 9";"Год: 2022";"Дата размещения:20.09.2022";"Общество и экономика"
"3062";"
 № 10";"contents.asp?id=49721406";"Номер: 10";"Год: 2022";"Дата размещения:10.11.2022";"Общество и экономика"
"3063";"
 № 11";"contents.asp?id=49835153";"Номер: 11";"Год: 2022";"Дата размещения:01.12.2022";"Общество и экономика"
"3064";"
 № 12";"contents.asp?id=49952583";"Номер: 12";"Год: 2022";"Дата размещения:21.12.2022";"Общество и экономика"
"3065";"
 № 1";"contents.asp?id=44592655";"Номер: 1";"Год: 2021";"Дата размещения:28.01.2021";"Общество и экономика"
"3066";"
 № 2";"contents.asp?id=44830626";"Номер: 2";"Год: 2021";"Дата размещения:17.03.2021";"Общество и экономика"
"3067";"
 № 3";"contents.asp?id=44871850";"Номер: 3";"Год: 2021";"Дата размещения:26.03.2021";"Общество и экономика"
"3068";"
 № 4";"contents.asp?id=45760164";"Номер: 4";"Год: 2021";"Дата размещения:24.05.2021";"Общество и экономика"
"3069";"
 № 5";"contents.asp?id=45767839";"Номер: 5";"Год: 2021";"Дата размещения:26.05.2021";"Общество и экономика"
"3070";"
 № 6";"contents.asp?id=46185076";"Номер: 6";"Год: 2021";"Дата размещения:24.06.2021";"Общество и экономика"
"3071";"
 № 7";"contents.asp?id=46374697";"Номер: 7";"Год: 2021";"Дата размещения:03.08.2021";"Общество и экономика"
"3072";"
 № 8";"contents.asp?id=46517474";"Номер: 8";"Год: 2021";"Дата размещения:09.09.2021";"Общество и экономика"
"3073";"
 № 9";"contents.asp?id=46573912";"Номер: 9";"Год: 2021";"Дата размещения:24.09.2021";"Общество и экономика"
"3074";"
 № 10";"contents.asp?id=47305463";"Номер: 10";"Год: 2021";"Дата размещения:09.12.2021";"Общество и экономика"
"3075";"
 № 11";"contents.asp?id=47321490";"Номер: 11";"Год: 2021";"Дата размещения:13.12.2021";"Общество и экономика"
"3076";"
 № 12";"contents.asp?id=47363792";"Номер: 12";"Год: 2021";"Дата размещения:20.12.2021";"Общество и экономика"
"3077";"
 № 1";"contents.asp?id=42195805";"Номер: 1";"Год: 2020";"Дата размещения:05.02.2020";"Общество и экономика"
"3078";"
 № 2";"contents.asp?id=42524854";"Номер: 2";"Год: 2020";"Дата размещения:17.03.2020";"Общество и экономика"
"3079";"
 № 3";"contents.asp?id=42571584";"Номер: 3";"Год: 2020";"Дата размещения:24.03.2020";"Общество и экономика"
"3080";"
 № 4";"contents.asp?id=42773586";"Номер: 4";"Год: 2020";"Дата размещения:06.05.2020";"Общество и экономика"
"3081";"
 № 5";"contents.asp?id=43032774";"Номер: 5";"Год: 2020";"Дата размещения:29.06.2020";"Общество и экономика"
"3082";"
 № 6";"contents.asp?id=43032900";"Номер: 6";"Год: 2020";"Дата размещения:29.06.2020";"Общество и экономика"
"3083";"
 № 7";"contents.asp?id=43980838";"Номер: 7";"Год: 2020";"Дата размещения:29.09.2020";"Общество и экономика"
"3084";"
 № 8";"contents.asp?id=43981208";"Номер: 8";"Год: 2020";"Дата размещения:29.09.2020";"Общество и экономика"
"3085";"
 № 9";"contents.asp?id=43981159";"Номер: 9";"Год: 2020";"Дата размещения:29.09.2020";"Общество и экономика"
"3086";"
 № 10";"contents.asp?id=44328930";"Номер: 10";"Год: 2020";"Дата размещения:10.12.2020";"Общество и экономика"
"3087";"
 № 11";"contents.asp?id=44318843";"Номер: 11";"Год: 2020";"Дата размещения:08.12.2020";"Общество и экономика"
"3088";"
 № 12";"contents.asp?id=44400596";"Номер: 12";"Год: 2020";"Дата размещения:23.12.2020";"Общество и экономика"
"3089";"
 Т. 64  № 1";"contents.asp?id=68017788";"Номер: 1";"Год: 2024";"Дата размещения:18.07.2024";"Океанология"
"3090";"
 Т. 64  № 2";"contents.asp?id=69181371";"Номер: 2";"Год: 2024";"Дата размещения:16.09.2024";"Океанология"
"3091";"
 Т. 63  № 1";"contents.asp?id=50404040";"Номер: 1";"Год: 2023";"Дата размещения:24.03.2023";"Океанология"
"3092";"
 Т. 63  № 2";"contents.asp?id=50434933";"Номер: 2";"Год: 2023";"Дата размещения:30.03.2023";"Океанология"
"3093";"
 Т. 63  № 3";"contents.asp?id=52258409";"Номер: 3";"Год: 2023";"Дата размещения:03.05.2023";"Океанология"
"3094";"
 Т. 63  № 4";"contents.asp?id=54095665";"Номер: 4";"Год: 2023";"Дата размещения:05.07.2023";"Океанология"
"3095";"
 Т. 63  № 5";"contents.asp?id=54378674";"Номер: 5";"Год: 2023";"Дата размещения:06.09.2023";"Океанология"
"3096";"
 Т. 63  № 6";"contents.asp?id=54803669";"Номер: 6";"Год: 2023";"Дата размещения:14.11.2023";"Океанология"
"3097";"
 Т. 62  № 1";"contents.asp?id=47695678";"Номер: 1";"Год: 2022";"Дата размещения:26.01.2022";"Океанология"
"3098";"
 Т. 62  № 2";"contents.asp?id=48340774";"Номер: 2";"Год: 2022";"Дата размещения:30.04.2022";"Океанология"
"3099";"
 Т. 62  № 3";"contents.asp?id=48412483";"Номер: 3";"Год: 2022";"Дата размещения:11.05.2022";"Океанология"
"3100";"
 Т. 62  № 4";"contents.asp?id=48766729";"Номер: 4";"Год: 2022";"Дата размещения:05.07.2022";"Океанология"
"3101";"
 Т. 62  № 5";"contents.asp?id=49420210";"Номер: 5";"Год: 2022";"Дата размещения:19.09.2022";"Океанология"
"3102";"
 Т. 62  № 6";"contents.asp?id=49718855";"Номер: 6";"Год: 2022";"Дата размещения:10.11.2022";"Океанология"
"3103";"
 Т. 61  № 1";"contents.asp?id=44573208";"Номер: 1";"Год: 2021";"Дата размещения:26.01.2021";"Океанология"
"3104";"
 Т. 61  № 2";"contents.asp?id=44810755";"Номер: 2";"Год: 2021";"Дата размещения:11.03.2021";"Океанология"
"3105";"
 Т. 61  № 3";"contents.asp?id=45693420";"Номер: 3";"Год: 2021";"Дата размещения:12.05.2021";"Океанология"
"3106";"
 Т. 61  № 4";"contents.asp?id=46351009";"Номер: 4";"Год: 2021";"Дата размещения:28.07.2021";"Океанология"
"3107";"
 Т. 61  № 5";"contents.asp?id=46532503";"Номер: 5";"Год: 2021";"Дата размещения:14.09.2021";"Океанология"
"3108";"
 Т. 61  № 6";"contents.asp?id=47188425";"Номер: 6";"Год: 2021";"Дата размещения:17.11.2021";"Океанология"
"3109";"
 Т. 60  № 1";"contents.asp?id=42569242";"Номер: 1";"Год: 2020";"Дата размещения:24.03.2020";"Океанология"
"3110";"
 Т. 60  № 2";"contents.asp?id=42687647";"Номер: 2";"Год: 2020";"Дата размещения:17.04.2020";"Океанология"
"3111";"
 Т. 60  № 3";"contents.asp?id=42963762";"Номер: 3";"Год: 2020";"Дата размещения:16.06.2020";"Океанология"
"3112";"
 Т. 60  № 4";"contents.asp?id=43794332";"Номер: 4";"Год: 2020";"Дата размещения:17.08.2020";"Океанология"
"3113";"
 Т. 60  № 5";"contents.asp?id=43947148";"Номер: 5";"Год: 2020";"Дата размещения:21.09.2020";"Океанология"
"3114";"
 Т. 60  № 6";"contents.asp?id=44137519";"Номер: 6";"Год: 2020";"Дата размещения:02.11.2020";"Океанология"
"3115";"
 Т. 54  № 1";"contents.asp?id=50435995";"Номер: 1";"Год: 2023";"Дата размещения:31.03.2023";"Онтогенез"
"3116";"
 Т. 54  № 2";"contents.asp?id=53986429";"Номер: 2";"Год: 2023";"Дата размещения:20.06.2023";"Онтогенез"
"3117";"
 Т. 54  № 3";"contents.asp?id=53986441";"Номер: 3";"Год: 2023";"Дата размещения:20.06.2023";"Онтогенез"
"3118";"
 Т. 54  № 4";"contents.asp?id=54403828";"Номер: 4";"Год: 2023";"Дата размещения:13.09.2023";"Онтогенез"
"3119";"
 Т. 54  № 5";"contents.asp?id=54525553";"Номер: 5";"Год: 2023";"Дата размещения:27.09.2023";"Онтогенез"
"3120";"
 Т. 54  № 6";"contents.asp?id=55186549";"Номер: 6";"Год: 2023";"Дата размещения:14.12.2023";"Онтогенез"
"3121";"
 Т. 53  № 1";"contents.asp?id=47924340";"Номер: 1";"Год: 2022";"Дата размещения:08.02.2022";"Онтогенез"
"3122";"
 Т. 53  № 2";"contents.asp?id=48103978";"Номер: 2";"Год: 2022";"Дата размещения:22.03.2022";"Онтогенез"
"3123";"
 Т. 53  № 3";"contents.asp?id=48648984";"Номер: 3";"Год: 2022";"Дата размещения:17.06.2022";"Онтогенез"
"3124";"
 Т. 53  № 4";"contents.asp?id=48868411";"Номер: 4";"Год: 2022";"Дата размещения:08.07.2022";"Онтогенез"
"3125";"
 Т. 53  № 5";"contents.asp?id=49455087";"Номер: 5";"Год: 2022";"Дата размещения:26.09.2022";"Онтогенез"
"3126";"
 Т. 53  № 6";"contents.asp?id=49937873";"Номер: 6";"Год: 2022";"Дата размещения:19.12.2022";"Онтогенез"
"3127";"
 Т. 52  № 1";"contents.asp?id=44494862";"Номер: 1";"Год: 2021";"Дата размещения:12.01.2021";"Онтогенез"
"3128";"
 Т. 52  № 2";"contents.asp?id=44768896";"Номер: 2";"Год: 2021";"Дата размещения:02.03.2021";"Онтогенез"
"3129";"
 Т. 52  № 3";"contents.asp?id=45633726";"Номер: 3";"Год: 2021";"Дата размещения:27.04.2021";"Онтогенез"
"3130";"
 Т. 52  № 4";"contents.asp?id=46198904";"Номер: 4";"Год: 2021";"Дата размещения:28.06.2021";"Онтогенез"
"3131";"
 Т. 52  № 5";"contents.asp?id=46370717";"Номер: 5";"Год: 2021";"Дата размещения:02.08.2021";"Онтогенез"
"3132";"
 Т. 52  № 6";"contents.asp?id=46650349";"Номер: 6";"Год: 2021";"Дата размещения:12.10.2021";"Онтогенез"
"3133";"
 Т. 51  № 1";"contents.asp?id=41695379";"Номер: 1";"Год: 2020";"Дата размещения:16.01.2020";"Онтогенез"
"3134";"
 Т. 51  № 2";"contents.asp?id=42414551";"Номер: 2";"Год: 2020";"Дата размещения:26.02.2020";"Онтогенез"
"3135";"
 Т. 51  № 3";"contents.asp?id=42860260";"Номер: 3";"Год: 2020";"Дата размещения:25.05.2020";"Онтогенез"
"3136";"
 Т. 51  № 4";"contents.asp?id=43159568";"Номер: 4";"Год: 2020";"Дата размещения:27.07.2020";"Онтогенез"
"3137";"
 Т. 51  № 5";"contents.asp?id=43793799";"Номер: 5";"Год: 2020";"Дата размещения:17.08.2020";"Онтогенез"
"3138";"
 Т. 51  № 6";"contents.asp?id=44096000";"Номер: 6";"Год: 2020";"Дата размещения:26.10.2020";"Онтогенез"
"3139";"
 № 1";"contents.asp?id=73457054";"Номер: 1";"Год: 2024";"Дата размещения:23.10.2024";"Палеонтологический журнал"
"3140";"
 № 2";"contents.asp?id=73531266";"Номер: 2";"Год: 2024";"Дата размещения:24.10.2024";"Палеонтологический журнал"
"3141";"
 № 3";"contents.asp?id=75083354";"Номер: 3";"Год: 2024";"Дата размещения:28.11.2024";"Палеонтологический журнал"
"3142";"
 № 1";"contents.asp?id=50406089";"Номер: 1";"Год: 2023";"Дата размещения:25.03.2023";"Палеонтологический журнал"
"3143";"
 № 2";"contents.asp?id=50434950";"Номер: 2";"Год: 2023";"Дата размещения:30.03.2023";"Палеонтологический журнал"
"3144";"
 № 3";"contents.asp?id=53835541";"Номер: 3";"Год: 2023";"Дата размещения:31.05.2023";"Палеонтологический журнал"
"3145";"
 № 4";"contents.asp?id=54096144";"Номер: 4";"Год: 2023";"Дата размещения:05.07.2023";"Палеонтологический журнал"
"3146";"
 № 5";"contents.asp?id=54238514";"Номер: 5";"Год: 2023";"Дата размещения:01.08.2023";"Палеонтологический журнал"
"3147";"
 № 6";"contents.asp?id=54619964";"Номер: 6";"Год: 2023";"Дата размещения:04.10.2023";"Палеонтологический журнал"
"3148";"
 № 1";"contents.asp?id=47423350";"Номер: 1";"Год: 2022";"Дата размещения:29.12.2021";"Палеонтологический журнал"
"3149";"
 № 2";"contents.asp?id=47957964";"Номер: 2";"Год: 2022";"Дата размещения:15.02.2022";"Палеонтологический журнал"
"3150";"
 № 3";"contents.asp?id=48457644";"Номер: 3";"Год: 2022";"Дата размещения:18.05.2022";"Палеонтологический журнал"
"3151";"
 № 4";"contents.asp?id=48708733";"Номер: 4";"Год: 2022";"Дата размещения:29.06.2022";"Палеонтологический журнал"
"3152";"
 № 5";"contents.asp?id=49273318";"Номер: 5";"Год: 2022";"Дата размещения:10.08.2022";"Палеонтологический журнал"
"3153";"
 № 6";"contents.asp?id=49546697";"Номер: 6";"Год: 2022";"Дата размещения:19.10.2022";"Палеонтологический журнал"
"3154";"
 № 1";"contents.asp?id=44492489";"Номер: 1";"Год: 2021";"Дата размещения:12.01.2021";"Палеонтологический журнал"
"3155";"
 № 2";"contents.asp?id=44595937";"Номер: 2";"Год: 2021";"Дата размещения:29.01.2021";"Палеонтологический журнал"
"3156";"
 № 3";"contents.asp?id=45690922";"Номер: 3";"Год: 2021";"Дата размещения:12.05.2021";"Палеонтологический журнал"
"3157";"
 № 4";"contents.asp?id=46227209";"Номер: 4";"Год: 2021";"Дата размещения:02.07.2021";"Палеонтологический журнал"
"3158";"
 № 5";"contents.asp?id=46428472";"Номер: 5";"Год: 2021";"Дата размещения:18.08.2021";"Палеонтологический журнал"
"3159";"
 № 6";"contents.asp?id=46621788";"Номер: 6";"Год: 2021";"Дата размещения:05.10.2021";"Палеонтологический журнал"
"3160";"
 № 1";"contents.asp?id=41695102";"Номер: 1";"Год: 2020";"Дата размещения:16.01.2020";"Палеонтологический журнал"
"3161";"
 № 2";"contents.asp?id=42445781";"Номер: 2";"Год: 2020";"Дата размещения:03.03.2020";"Палеонтологический журнал"
"3162";"
 № 3";"contents.asp?id=42725898";"Номер: 3";"Год: 2020";"Дата размещения:24.04.2020";"Палеонтологический журнал"
"3163";"
 № 4";"contents.asp?id=42890253";"Номер: 4";"Год: 2020";"Дата размещения:01.06.2020";"Палеонтологический журнал"
"3164";"
 № 5";"contents.asp?id=43182407";"Номер: 5";"Год: 2020";"Дата размещения:31.07.2020";"Палеонтологический журнал"
"3165";"
 № 6";"contents.asp?id=43961956";"Номер: 6";"Год: 2020";"Дата размещения:25.09.2020";"Палеонтологический журнал"
"3166";"
 Т. 58  № 1";"contents.asp?id=59943641";"Номер: 1";"Год: 2024";"Дата размещения:02.02.2024";"Паразитология"
"3167";"
 Т. 58  № 2";"contents.asp?id=67882458";"Номер: 2";"Год: 2024";"Дата размещения:25.06.2024";"Паразитология"
"3168";"
 Т. 58  № 3";"contents.asp?id=67918118";"Номер: 3";"Год: 2024";"Дата размещения:02.07.2024";"Паразитология"
"3169";"
 Т. 58  № 4";"contents.asp?id=69175644";"Номер: 4";"Год: 2024";"Дата размещения:14.09.2024";"Паразитология"
"3170";"
 Т. 58  № 5";"contents.asp?id=74531363";"Номер: 5";"Год: 2024";"Дата размещения:14.11.2024";"Паразитология"
"3171";"
 Т. 58  № 6";"contents.asp?id=75218090";"Номер: 6";"Год: 2024";"Дата размещения:19.12.2024";"Паразитология"
"3172";"
 Т. 57  № 1";"contents.asp?id=50432499";"Номер: 1";"Год: 2023";"Дата размещения:30.03.2023";"Паразитология"
"3173";"
 Т. 57  № 2";"contents.asp?id=52452639";"Номер: 2";"Год: 2023";"Дата размещения:04.05.2023";"Паразитология"
"3174";"
 Т. 57  № 3";"contents.asp?id=54010774";"Номер: 3";"Год: 2023";"Дата размещения:21.06.2023";"Паразитология"
"3175";"
 Т. 57  № 4";"contents.asp?id=54368223";"Номер: 4";"Год: 2023";"Дата размещения:04.09.2023";"Паразитология"
"3176";"
 Т. 57  № 5";"contents.asp?id=54801734";"Номер: 5";"Год: 2023";"Дата размещения:14.11.2023";"Паразитология"
"3177";"
 Т. 57  № 6";"contents.asp?id=55179454";"Номер: 6";"Год: 2023";"Дата размещения:13.12.2023";"Паразитология"
"3178";"
 Т. 56  № 1";"contents.asp?id=47826344";"Номер: 1";"Год: 2022";"Дата размещения:02.02.2022";"Паразитология"
"3179";"
 Т. 56  № 2";"contents.asp?id=48374272";"Номер: 2";"Год: 2022";"Дата размещения:05.05.2022";"Паразитология"
"3180";"
 Т. 56  № 3";"contents.asp?id=48649123";"Номер: 3";"Год: 2022";"Дата размещения:17.06.2022";"Паразитология"
"3181";"
 Т. 56  № 4";"contents.asp?id=49321297";"Номер: 4";"Год: 2022";"Дата размещения:23.08.2022";"Паразитология"
"3182";"
 Т. 56  № 5";"contents.asp?id=49730469";"Номер: 5";"Год: 2022";"Дата размещения:13.11.2022";"Паразитология"
"3183";"
 Т. 56  № 6";"contents.asp?id=49954772";"Номер: 6";"Год: 2022";"Дата размещения:21.12.2022";"Паразитология"
"3184";"
 Т. 55  № 1";"contents.asp?id=44592330";"Номер: 1";"Год: 2021";"Дата размещения:28.01.2021";"Паразитология"
"3185";"
 Т. 55  № 2";"contents.asp?id=45487095";"Номер: 2";"Год: 2021";"Дата размещения:13.04.2021";"Паразитология"
"3186";"
 Т. 55  № 3";"contents.asp?id=45836994";"Номер: 3";"Год: 2021";"Дата размещения:04.06.2021";"Паразитология"
