"";"link";"url";"num";"year";"...5";"L1"
"2151";"
 № 6";"contents.asp?id=49297217";"6";"2022";"16.08.2022";"Известия Российской академии наук. Серия биологическая"
"2152";"
 № 1";"contents.asp?id=44514529";"1";"2021";"15.01.2021";"Известия Российской академии наук. Серия биологическая"
"2153";"
 № 2";"contents.asp?id=44651671";"2";"2021";"08.02.2021";"Известия Российской академии наук. Серия биологическая"
"2154";"
 № 3";"contents.asp?id=45064993";"3";"2021";"07.04.2021";"Известия Российской академии наук. Серия биологическая"
"2155";"
 № 4";"contents.asp?id=45794791";"4";"2021";"31.05.2021";"Известия Российской академии наук. Серия биологическая"
"2156";"
 № 5";"contents.asp?id=46322107";"5";"2021";"20.07.2021";"Известия Российской академии наук. Серия биологическая"
"2157";"
 № 6";"contents.asp?id=46589668";"6";"2021";"28.09.2021";"Известия Российской академии наук. Серия биологическая"
"2158";"
 № 1";"contents.asp?id=42205321";"1";"2020";"05.02.2020";"Известия Российской академии наук. Серия биологическая"
"2159";"
 № 2";"contents.asp?id=42339408";"2";"2020";"11.02.2020";"Известия Российской академии наук. Серия биологическая"
"2160";"
 № 3";"contents.asp?id=42650763";"3";"2020";"10.04.2020";"Известия Российской академии наук. Серия биологическая"
"2161";"
 № 4";"contents.asp?id=42929245";"4";"2020";"09.06.2020";"Известия Российской академии наук. Серия биологическая"
"2162";"
 № 5";"contents.asp?id=43793677";"5";"2020";"17.08.2020";"Известия Российской академии наук. Серия биологическая"
"2163";"
 № 6";"contents.asp?id=44007792";"6";"2020";"05.10.2020";"Известия Российской академии наук. Серия биологическая"
"2164";"
 Т. 88  № 1";"contents.asp?id=68547839";"1";"2024";"08.08.2024";"Известия Российской академии наук. Серия географическая"
"2165";"
 Т. 87  № 1";"contents.asp?id=50436339";"1";"2023";"31.03.2023";"Известия Российской академии наук. Серия географическая"
"2166";"
 Т. 87  № 2";"contents.asp?id=50502365";"2";"2023";"13.04.2023";"Известия Российской академии наук. Серия географическая"
"2167";"
 Т. 87  № 3";"contents.asp?id=53986668";"3";"2023";"20.06.2023";"Известия Российской академии наук. Серия географическая"
"2168";"
 Т. 87  № 4";"contents.asp?id=54378901";"4";"2023";"06.09.2023";"Известия Российской академии наук. Серия географическая"
"2169";"
 Т. 87  № 5";"contents.asp?id=54493956";"5";"2023";"20.09.2023";"Известия Российской академии наук. Серия географическая"
"2170";"
 Т. 87  № 6";"contents.asp?id=54538531";"6";"2023";"28.09.2023";"Известия Российской академии наук. Серия географическая"
"2171";"
 Т. 87  № 7";"contents.asp?id=55193159";"7";"2023";"14.12.2023";"Известия Российской академии наук. Серия географическая"
"2172";"
 Т. 87  № 8";"contents.asp?id=56717567";"8";"2023";"28.12.2023";"Известия Российской академии наук. Серия географическая"
"2173";"
 Т. 86  № 1";"contents.asp?id=47807134";"1";"2022";"01.02.2022";"Известия Российской академии наук. Серия географическая"
"2174";"
 Т. 86  № 2";"contents.asp?id=48340621";"2";"2022";"29.04.2022";"Известия Российской академии наук. Серия географическая"
"2175";"
 Т. 86  № 3";"contents.asp?id=48622080";"3";"2022";"14.06.2022";"Известия Российской академии наук. Серия географическая"
"2176";"
 Т. 86  № 4";"contents.asp?id=49319732";"4";"2022";"23.08.2022";"Известия Российской академии наук. Серия географическая"
"2177";"
 Т. 86  № 5";"contents.asp?id=49546710";"5";"2022";"19.10.2022";"Известия Российской академии наук. Серия географическая"
"2178";"
 Т. 86  № 6";"contents.asp?id=49745850";"6";"2022";"16.11.2022";"Известия Российской академии наук. Серия географическая"
"2179";"
 Т. 85  № 1";"contents.asp?id=44596022";"1";"2021";"29.01.2021";"Известия Российской академии наук. Серия географическая"
"2180";"
 Т. 85  № 2";"contents.asp?id=45067755";"2";"2021";"07.04.2021";"Известия Российской академии наук. Серия географическая"
"2181";"
 Т. 85  № 3";"contents.asp?id=45798136";"3";"2021";"01.06.2021";"Известия Российской академии наук. Серия географическая"
"2182";"
 Т. 85  № 4";"contents.asp?id=46428125";"4";"2021";"18.08.2021";"Известия Российской академии наук. Серия географическая"
"2183";"
 Т. 85  № 5";"contents.asp?id=47116236";"5";"2021";"02.11.2021";"Известия Российской академии наук. Серия географическая"
"2184";"
 Т. 85  № 6";"contents.asp?id=47249530";"6";"2021";"30.11.2021";"Известия Российской академии наук. Серия географическая"
"2185";"
 № 1";"contents.asp?id=42340195";"1";"2020";"11.02.2020";"Известия Российской академии наук. Серия географическая"
"2186";"
 № 2";"contents.asp?id=42636349";"2";"2020";"07.04.2020";"Известия Российской академии наук. Серия географическая"
"2187";"
 № 3";"contents.asp?id=42899399";"3";"2020";"02.06.2020";"Известия Российской академии наук. Серия географическая"
"2188";"
 № 4";"contents.asp?id=43159602";"4";"2020";"27.07.2020";"Известия Российской академии наук. Серия географическая"
"2189";"
 № 5";"contents.asp?id=43947177";"5";"2020";"21.09.2020";"Известия Российской академии наук. Серия географическая"
"2190";"
 Т. 84  № 6";"contents.asp?id=44262647";"6";"2020";"27.11.2020";"Известия Российской академии наук. Серия географическая"
"2191";"
 Т. 83  № 1";"contents.asp?id=67861339";"1";"2024";"22.06.2024";"Известия Российской академии наук. Серия литературы и языка"
"2192";"
 Т. 83  № 2";"contents.asp?id=68489557";"2";"2024";"26.07.2024";"Известия Российской академии наук. Серия литературы и языка"
"2193";"
 Т. 83  № 3";"contents.asp?id=72354788";"3";"2024";"10.10.2024";"Известия Российской академии наук. Серия литературы и языка"
"2194";"
 Т. 83  № 4";"contents.asp?id=74516943";"4";"2024";"12.11.2024";"Известия Российской академии наук. Серия литературы и языка"
"2195";"
 Т. 83  № 5";"contents.asp?id=75081406";"5";"2024";"27.11.2024";"Известия Российской академии наук. Серия литературы и языка"
"2196";"
 Т. 82  № 1";"contents.asp?id=51923191";"1";"2023";"01.05.2023";"Известия Российской академии наук. Серия литературы и языка"
"2197";"
 Т. 82  № 2";"contents.asp?id=54060405";"2";"2023";"28.06.2023";"Известия Российской академии наук. Серия литературы и языка"
"2198";"
 Т. 82  № 3";"contents.asp?id=54065625";"3";"2023";"29.06.2023";"Известия Российской академии наук. Серия литературы и языка"
"2199";"
 Т. 82  № 4";"contents.asp?id=54601664";"4";"2023";"29.09.2023";"Известия Российской академии наук. Серия литературы и языка"
"2200";"
 Т. 82  № 5";"contents.asp?id=55457841";"5";"2023";"16.12.2023";"Известия Российской академии наук. Серия литературы и языка"
"2201";"
 Т. 82  № 6";"contents.asp?id=64722377";"6";"2023";"05.04.2024";"Известия Российской академии наук. Серия литературы и языка"
"2202";"
 Т. 81  № 1";"contents.asp?id=48064129";"1";"2022";"11.03.2022";"Известия Российской академии наук. Серия литературы и языка"
"2203";"
 Т. 81  № 2";"contents.asp?id=48411590";"2";"2022";"11.05.2022";"Известия Российской академии наук. Серия литературы и языка"
"2204";"
 Т. 81  № 3";"contents.asp?id=48678947";"3";"2022";"23.06.2022";"Известия Российской академии наук. Серия литературы и языка"
"2205";"
 Т. 81  № 4";"contents.asp?id=49467529";"4";"2022";"29.09.2022";"Известия Российской академии наук. Серия литературы и языка"
"2206";"
 Т. 81  № 5";"contents.asp?id=49814557";"5";"2022";"28.11.2022";"Известия Российской академии наук. Серия литературы и языка"
"2207";"
 Т. 81  № 6";"contents.asp?id=49937669";"6";"2022";"19.12.2022";"Известия Российской академии наук. Серия литературы и языка"
"2208";"
 Т. 80  № 1";"contents.asp?id=44842687";"1";"2021";"19.03.2021";"Известия Российской академии наук. Серия литературы и языка"
"2209";"
 Т. 80  № 2";"contents.asp?id=46192698";"2";"2021";"26.06.2021";"Известия Российской академии наук. Серия литературы и языка"
"2210";"
 Т. 80  № 3";"contents.asp?id=46205559";"3";"2021";"29.06.2021";"Известия Российской академии наук. Серия литературы и языка"
"2211";"
 Т. 80  № 4";"contents.asp?id=46584202";"4";"2021";"27.09.2021";"Известия Российской академии наук. Серия литературы и языка"
"2212";"
 Т. 80  № 5";"contents.asp?id=47327429";"5";"2021";"14.12.2021";"Известия Российской академии наук. Серия литературы и языка"
"2213";"
 Т. 80  № 6";"contents.asp?id=47467447";"6";"2021";"08.01.2022";"Известия Российской академии наук. Серия литературы и языка"
"2214";"
 Т. 79  № 1";"contents.asp?id=42607838";"1";"2020";"31.03.2020";"Известия Российской академии наук. Серия литературы и языка"
"2215";"
 Т. 79  № 2";"contents.asp?id=43008771";"2";"2020";"25.06.2020";"Известия Российской академии наук. Серия литературы и языка"
"2216";"
 Т. 79  № 3";"contents.asp?id=43049053";"3";"2020";"02.07.2020";"Известия Российской академии наук. Серия литературы и языка"
"2217";"
 Т. 79  № 4";"contents.asp?id=43984028";"4";"2020";"29.09.2020";"Известия Российской академии наук. Серия литературы и языка"
"2218";"
 Т. 79  № 5";"contents.asp?id=44395392";"5";"2020";"22.12.2020";"Известия Российской академии наук. Серия литературы и языка"
"2219";"
 Т. 79  № 6";"contents.asp?id=44416938";"6";"2020";"26.12.2020";"Известия Российской академии наук. Серия литературы и языка"
"2220";"
 Т. 88  № 1";"contents.asp?id=69186375";"1";"2024";"17.09.2024";"Известия Российской академии наук. Серия физическая"
"2221";"
 Т. 88  № 2";"contents.asp?id=71200417";"2";"2024";"02.10.2024";"Известия Российской академии наук. Серия физическая"
"2222";"
 Т. 88  № 3";"contents.asp?id=73159927";"3";"2024";"22.10.2024";"Известия Российской академии наук. Серия физическая"
"2223";"
 Т. 88  № 4";"contents.asp?id=74621435";"4";"2024";"15.11.2024";"Известия Российской академии наук. Серия физическая"
"2224";"
 Т. 88  № 5";"contents.asp?id=75168760";"5";"2024";"10.12.2024";"Известия Российской академии наук. Серия физическая"
"2225";"
 Т. 87  № 1";"contents.asp?id=50404830";"1";"2023";"25.03.2023";"Известия Российской академии наук. Серия физическая"
"2226";"
 Т. 87  № 2";"contents.asp?id=50406093";"2";"2023";"25.03.2023";"Известия Российской академии наук. Серия физическая"
"2227";"
 Т. 87  № 3";"contents.asp?id=50404858";"3";"2023";"25.03.2023";"Известия Российской академии наук. Серия физическая"
"2228";"
 Т. 87  № 4";"contents.asp?id=50502182";"4";"2023";"13.04.2023";"Известия Российской академии наук. Серия физическая"
"2229";"
 Т. 87  № 5";"contents.asp?id=50731684";"5";"2023";"19.04.2023";"Известия Российской академии наук. Серия физическая"
"2230";"
 Т. 87  № 6";"contents.asp?id=53738244";"6";"2023";"17.05.2023";"Известия Российской академии наук. Серия физическая"
"2231";"
 Т. 87  № 7";"contents.asp?id=53987584";"7";"2023";"20.06.2023";"Известия Российской академии наук. Серия физическая"
"2232";"
 Т. 87  № 8";"contents.asp?id=54238733";"8";"2023";"01.08.2023";"Известия Российской академии наук. Серия физическая"
"2233";"
 Т. 87  № 9";"contents.asp?id=54238628";"9";"2023";"01.08.2023";"Известия Российской академии наук. Серия физическая"
"2234";"
 Т. 87  № 10";"contents.asp?id=54378756";"10";"2023";"06.09.2023";"Известия Российской академии наук. Серия физическая"
"2235";"
 Т. 87  № 11";"contents.asp?id=54525528";"11";"2023";"27.09.2023";"Известия Российской академии наук. Серия физическая"
"2236";"
 Т. 87  № 12";"contents.asp?id=54804622";"12";"2023";"14.11.2023";"Известия Российской академии наук. Серия физическая"
"2237";"
 Т. 86  № 1";"contents.asp?id=47488225";"1";"2022";"11.01.2022";"Известия Российской академии наук. Серия физическая"
"2238";"
 Т. 86  № 2";"contents.asp?id=47696518";"2";"2022";"26.01.2022";"Известия Российской академии наук. Серия физическая"
"2239";"
 Т. 86  № 3";"contents.asp?id=47958124";"3";"2022";"15.02.2022";"Известия Российской академии наук. Серия физическая"
"2240";"
 Т. 86  № 4";"contents.asp?id=48103952";"4";"2022";"22.03.2022";"Известия Российской академии наук. Серия физическая"
"2241";"
 Т. 86  № 5";"contents.asp?id=48412722";"5";"2022";"11.05.2022";"Известия Российской академии наук. Серия физическая"
"2242";"
 Т. 86  № 6";"contents.asp?id=48457742";"6";"2022";"18.05.2022";"Известия Российской академии наук. Серия физическая"
"2243";"
 Т. 86  № 7";"contents.asp?id=48659310";"7";"2022";"20.06.2022";"Известия Российской академии наук. Серия физическая"
"2244";"
 Т. 86  № 8";"contents.asp?id=48868041";"8";"2022";"08.07.2022";"Известия Российской академии наук. Серия физическая"
"2245";"
 Т. 86  № 9";"contents.asp?id=49273427";"9";"2022";"10.08.2022";"Известия Российской академии наук. Серия физическая"
"2246";"
 Т. 86  № 10";"contents.asp?id=49344434";"10";"2022";"30.08.2022";"Известия Российской академии наук. Серия физическая"
"2247";"
 Т. 86  № 11";"contents.asp?id=49487676";"11";"2022";"04.10.2022";"Известия Российской академии наук. Серия физическая"
"2248";"
 Т. 86  № 12";"contents.asp?id=49718900";"12";"2022";"10.11.2022";"Известия Российской академии наук. Серия физическая"
"2249";"
 Т. 85  № 1";"contents.asp?id=44429166";"1";"2021";"28.12.2020";"Известия Российской академии наук. Серия физическая"
"2250";"
 Т. 85  № 2";"contents.asp?id=44573352";"2";"2021";"26.01.2021";"Известия Российской академии наук. Серия физическая"
"2251";"
 Т. 85  № 3";"contents.asp?id=44810933";"3";"2021";"11.03.2021";"Известия Российской академии наук. Серия физическая"
"2252";"
 Т. 85  № 4";"contents.asp?id=45539049";"4";"2021";"14.04.2021";"Известия Российской академии наук. Серия физическая"
"2253";"
 Т. 85  № 5";"contents.asp?id=45598021";"5";"2021";"20.04.2021";"Известия Российской академии наук. Серия физическая"
"2254";"
 Т. 85  № 6";"contents.asp?id=45794979";"6";"2021";"31.05.2021";"Известия Российской академии наук. Серия физическая"
"2255";"
 Т. 85  № 7";"contents.asp?id=46172065";"7";"2021";"22.06.2021";"Известия Российской академии наук. Серия физическая"
"2256";"
 Т. 85  № 8";"contents.asp?id=46351225";"8";"2021";"28.07.2021";"Известия Российской академии наук. Серия физическая"
"2257";"
 Т. 85  № 9";"contents.asp?id=46464509";"9";"2021";"30.08.2021";"Известия Российской академии наук. Серия физическая"
"2258";"
 Т. 85  № 10";"contents.asp?id=46532680";"10";"2021";"14.09.2021";"Известия Российской академии наук. Серия физическая"
"2259";"
 Т. 85  № 11";"contents.asp?id=46688063";"11";"2021";"20.10.2021";"Известия Российской академии наук. Серия физическая"
"2260";"
 Т. 85  № 12";"contents.asp?id=47188474";"12";"2021";"17.11.2021";"Известия Российской академии наук. Серия физическая"
"2261";"
 Т. 84  № 1";"contents.asp?id=41807136";"1";"2020";"15.01.2021";"Известия Российской академии наук. Серия физическая"
"2262";"
 Т. 84  № 2";"contents.asp?id=42259149";"2";"2020";"05.02.2020";"Известия Российской академии наук. Серия физическая"
"2263";"
 Т. 84  № 3";"contents.asp?id=42446484";"3";"2020";"03.03.2020";"Известия Российской академии наук. Серия физическая"
"2264";"
 Т. 84  № 4";"contents.asp?id=42578298";"4";"2020";"25.03.2020";"Известия Российской академии наук. Серия физическая"
"2265";"
 Т. 84  № 5";"contents.asp?id=42652127";"5";"2020";"10.04.2020";"Известия Российской академии наук. Серия физическая"
"2266";"
 Т. 84  № 6";"contents.asp?id=42809315";"6";"2020";"14.05.2020";"Известия Российской академии наук. Серия физическая"
"2267";"
 Т. 84  № 7";"contents.asp?id=42964159";"7";"2020";"16.06.2020";"Известия Российской академии наук. Серия физическая"
"2268";"
 Т. 84  № 8";"contents.asp?id=43159523";"8";"2020";"27.07.2020";"Известия Российской академии наук. Серия физическая"
"2269";"
 Т. 84  № 9";"contents.asp?id=43832596";"9";"2020";"27.08.2020";"Известия Российской академии наук. Серия физическая"
"2270";"
 Т. 84  № 10";"contents.asp?id=43928124";"10";"2020";"16.09.2020";"Известия Российской академии наук. Серия физическая"
"2271";"
 Т. 84  № 11";"contents.asp?id=44038566";"11";"2020";"12.10.2020";"Известия Российской академии наук. Серия физическая"
"2272";"
 Т. 84  № 12";"contents.asp?id=44154361";"12";"2020";"06.11.2020";"Известия Российской академии наук. Серия физическая"
"2273";"
 № 1";"contents.asp?id=68606810";"1";"2024";"21.08.2024";"Известия Академии наук. Теория и системы управления"
"2274";"
 № 2";"contents.asp?id=69184299";"2";"2024";"17.09.2024";"Известия Академии наук. Теория и системы управления"
"2275";"
 № 3";"contents.asp?id=75082061";"3";"2024";"28.11.2024";"Известия Академии наук. Теория и системы управления"
"2276";"
 № 1";"contents.asp?id=50398385";"1";"2023";"24.03.2023";"Известия Академии наук. Теория и системы управления"
"2277";"
 № 2";"contents.asp?id=50502462";"2";"2023";"13.04.2023";"Известия Академии наук. Теория и системы управления"
"2278";"
 № 4";"contents.asp?id=54045423";"4";"2023";"27.06.2023";"Известия Академии наук. Теория и системы управления"
"2279";"
 № 5";"contents.asp?id=54348203";"5";"2023";"30.08.2023";"Известия Академии наук. Теория и системы управления"
"2280";"
 № 6";"contents.asp?id=54717447";"6";"2023";"25.10.2023";"Известия Академии наук. Теория и системы управления"
"2281";"
 Т. 2  № 3";"contents.asp?id=50766769";"3";"2023";"26.04.2023";"Известия Академии наук. Теория и системы управления"
"2282";"
 № 1";"contents.asp?id=47488101";"1";"2022";"11.01.2022";"Известия Академии наук. Теория и системы управления"
"2283";"
 № 2";"contents.asp?id=48050522";"2";"2022";"09.03.2022";"Известия Академии наук. Теория и системы управления"
"2284";"
 № 3";"contents.asp?id=48457603";"3";"2022";"18.05.2022";"Известия Академии наук. Теория и системы управления"
"2285";"
 № 4";"contents.asp?id=48708588";"4";"2022";"29.06.2022";"Известия Академии наук. Теория и системы управления"
"2286";"
 № 5";"contents.asp?id=49344054";"5";"2022";"30.08.2022";"Известия Академии наук. Теория и системы управления"
"2287";"
 Т. 6  № 6";"contents.asp?id=49546498";"6";"2022";"19.10.2022";"Известия Академии наук. Теория и системы управления"
"2288";"
 № 1";"contents.asp?id=44492424";"1";"2021";"12.01.2021";"Известия Академии наук. Теория и системы управления"
"2289";"
 № 2";"contents.asp?id=44732129";"2";"2021";"24.02.2021";"Известия Академии наук. Теория и системы управления"
"2290";"
 № 3";"contents.asp?id=45632745";"3";"2021";"27.04.2021";"Известия Академии наук. Теория и системы управления"
"2291";"
 Т. 4  № 4";"contents.asp?id=46321807";"4";"2021";"20.07.2021";"Известия Академии наук. Теория и системы управления"
"2292";"
 Т. 5  № 5";"contents.asp?id=46532470";"5";"2021";"14.09.2021";"Известия Академии наук. Теория и системы управления"
"2293";"
 Т. 6  № 6";"contents.asp?id=47147089";"6";"2021";"09.11.2021";"Известия Академии наук. Теория и системы управления"
"2294";"
 № 1";"contents.asp?id=42226315";"1";"2020";"05.02.2020";"Известия Академии наук. Теория и системы управления"
"2295";"
 № 2";"contents.asp?id=42445731";"2";"2020";"03.03.2020";"Известия Академии наук. Теория и системы управления"
"2296";"
 № 3";"contents.asp?id=42687567";"3";"2020";"17.04.2020";"Известия Академии наук. Теория и системы управления"
"2297";"
 № 4";"contents.asp?id=42994922";"4";"2020";"22.06.2020";"Известия Академии наук. Теория и системы управления"
"2298";"
 № 5";"contents.asp?id=43795369";"5";"2020";"17.08.2020";"Известия Академии наук. Теория и системы управления"
"2299";"
 № 6";"contents.asp?id=44090851";"6";"2020";"25.10.2020";"Известия Академии наук. Теория и системы управления"
"2300";"
 № 6";"contents.asp?id=76178352";"6";"2020";"25.12.2024";"Известия Академии наук. Теория и системы управления"
"2301";"
 Т. 60  № 1";"contents.asp?id=68500320";"1";"2024";"29.07.2024";"Известия РАН.Физика атмосферы и океана"
"2302";"
 Т. 60  № 2";"contents.asp?id=69922078";"2";"2024";"27.09.2024";"Известия РАН.Физика атмосферы и океана"
"2303";"
 Т. 60  № 3";"contents.asp?id=75134658";"3";"2024";"05.12.2024";"Известия РАН.Физика атмосферы и океана"
"2304";"
 Т. 60  № 3";"contents.asp?id=80120241";"3";"2024";"28.01.2025";"Известия РАН.Физика атмосферы и океана"
"2305";"
 Т. 59  № 1";"contents.asp?id=66890820";"1";"2023";"19.05.2024";"Известия РАН.Физика атмосферы и океана"
"2306";"
 Т. 59  № 1";"contents.asp?id=50403372";"1";"2023";"24.03.2023";"Известия РАН.Физика атмосферы и океана"
"2307";"
 Т. 59  № 2";"contents.asp?id=50502482";"2";"2023";"13.04.2023";"Известия РАН.Физика атмосферы и океана"
"2308";"
 Т. 59  № 3";"contents.asp?id=53738099";"3";"2023";"17.05.2023";"Известия РАН.Физика атмосферы и океана"
"2309";"
 Т. 59  № 4";"contents.asp?id=54237998";"4";"2023";"01.08.2023";"Известия РАН.Физика атмосферы и океана"
"2310";"
 Т. 59  № 5";"contents.asp?id=54378648";"5";"2023";"06.09.2023";"Известия РАН.Физика атмосферы и океана"
"2311";"
 Т. 59  № 6";"contents.asp?id=54803379";"6";"2023";"14.11.2023";"Известия РАН.Физика атмосферы и океана"
"2312";"
 Т. 59  № 7";"contents.asp?id=57139604";"7";"2023";"30.12.2023";"Известия РАН.Физика атмосферы и океана"
"2313";"
 Т. 58  № 1";"contents.asp?id=47488116";"1";"2022";"11.01.2022";"Известия РАН.Физика атмосферы и океана"
"2314";"
 Т. 58  № 2";"contents.asp?id=48076066";"2";"2022";"15.03.2022";"Известия РАН.Физика атмосферы и океана"
"2315";"
 Т. 58  № 3";"contents.asp?id=48412462";"3";"2022";"11.05.2022";"Известия РАН.Физика атмосферы и океана"
"2316";"
 Т. 58  № 4";"contents.asp?id=48766970";"4";"2022";"05.07.2022";"Известия РАН.Физика атмосферы и океана"
"2317";"
 Т. 58  № 5";"contents.asp?id=49344157";"5";"2022";"30.08.2022";"Известия РАН.Физика атмосферы и океана"
"2318";"
 Т. 58  № 6";"contents.asp?id=49582637";"6";"2022";"26.10.2022";"Известия РАН.Физика атмосферы и океана"
"2319";"
 Т. 57  № 1";"contents.asp?id=44573059";"1";"2021";"26.01.2021";"Известия РАН.Физика атмосферы и океана"
"2320";"
 Т. 57  № 2";"contents.asp?id=44829319";"2";"2021";"16.03.2021";"Известия РАН.Физика атмосферы и океана"
"2321";"
 Т. 57  № 3";"contents.asp?id=45694394";"3";"2021";"12.05.2021";"Известия РАН.Физика атмосферы и океана"
"2322";"
 Т. 57  № 4";"contents.asp?id=46321719";"4";"2021";"20.07.2021";"Известия РАН.Физика атмосферы и океана"
"2323";"
 Т. 57  № 5";"contents.asp?id=46464236";"5";"2021";"30.08.2021";"Известия РАН.Физика атмосферы и океана"
"2324";"
 Т. 57  № 6";"contents.asp?id=46712929";"6";"2021";"26.10.2021";"Известия РАН.Физика атмосферы и океана"
"2325";"
 Т. 56  № 1";"contents.asp?id=41811651";"1";"2020";"24.01.2020";"Известия РАН.Физика атмосферы и океана"
"2326";"
 Т. 56  № 2";"contents.asp?id=42569137";"2";"2020";"24.03.2020";"Известия РАН.Физика атмосферы и океана"
"2327";"
 Т. 56  № 3";"contents.asp?id=42809434";"3";"2020";"14.05.2020";"Известия РАН.Физика атмосферы и океана"
"2328";"
 Т. 56  № 4";"contents.asp?id=43159754";"4";"2020";"27.07.2020";"Известия РАН.Физика атмосферы и океана"
"2329";"
 Т. 56  № 5";"contents.asp?id=43832471";"5";"2020";"27.08.2020";"Известия РАН.Физика атмосферы и океана"
"2330";"
 Т. 56  № 6";"contents.asp?id=44220589";"6";"2020";"19.11.2020";"Известия РАН.Физика атмосферы и океана"
"2331";"
 № 1";"contents.asp?id=67907305";"1";"2024";"30.06.2024";"Известия РАН. Энергетика"
"2332";"
 № 2";"contents.asp?id=69152992";"2";"2024";"11.09.2024";"Известия РАН. Энергетика"
"2333";"
 № 3";"contents.asp?id=74307678";"3";"2024";"02.11.2024";"Известия РАН. Энергетика"
"2334";"
 № 4";"contents.asp?id=75182347";"4";"2024";"12.12.2024";"Известия РАН. Энергетика"
"2335";"
 № 5";"contents.asp?id=75199278";"5";"2024";"16.12.2024";"Известия РАН. Энергетика"
"2336";"
 № 1";"contents.asp?id=50398377";"1";"2023";"24.03.2023";"Известия РАН. Энергетика"
"2337";"
 № 2";"contents.asp?id=50434281";"2";"2023";"30.03.2023";"Известия РАН. Энергетика"
"2338";"
 № 3";"contents.asp?id=52258235";"3";"2023";"03.05.2023";"Известия РАН. Энергетика"
"2339";"
 № 4";"contents.asp?id=54270538";"4";"2023";"09.08.2023";"Известия РАН. Энергетика"
"2340";"
 № 5";"contents.asp?id=54378643";"5";"2023";"06.09.2023";"Известия РАН. Энергетика"
"2341";"
 № 6";"contents.asp?id=54717441";"6";"2023";"25.10.2023";"Известия РАН. Энергетика"
"2342";"
 № 1";"contents.asp?id=47423248";"1";"2022";"29.12.2021";"Известия РАН. Энергетика"
"2343";"
 № 2";"contents.asp?id=48022712";"2";"2022";"01.03.2022";"Известия РАН. Энергетика"
"2344";"
 № 3";"contents.asp?id=48457577";"3";"2022";"18.05.2022";"Известия РАН. Энергетика"
"2345";"
 № 4";"contents.asp?id=48658948";"4";"2022";"20.06.2022";"Известия РАН. Энергетика"
"2346";"
 № 5";"contents.asp?id=49344033";"5";"2022";"30.08.2022";"Известия РАН. Энергетика"
"2347";"
 № 6";"contents.asp?id=49515009";"6";"2022";"11.10.2022";"Известия РАН. Энергетика"
"2348";"
 № 1";"contents.asp?id=44674762";"1";"2021";"12.02.2021";"Известия РАН. Энергетика"
"2349";"
 № 2";"contents.asp?id=45632732";"2";"2021";"27.04.2021";"Известия РАН. Энергетика"
"2350";"
 № 3";"contents.asp?id=46198289";"3";"2021";"28.06.2021";"Известия РАН. Энергетика"
"2351";"
 № 4";"contents.asp?id=46712916";"4";"2021";"26.10.2021";"Известия РАН. Энергетика"
"2352";"
 № 1";"contents.asp?id=42569095";"1";"2020";"24.03.2020";"Известия РАН. Энергетика"
"2353";"
 № 2";"contents.asp?id=42725822";"2";"2020";"24.04.2020";"Известия РАН. Энергетика"
"2354";"
 № 3";"contents.asp?id=42994914";"3";"2020";"22.06.2020";"Известия РАН. Энергетика"
"2355";"
 № 4";"contents.asp?id=43795360";"4";"2020";"17.08.2020";"Известия РАН. Энергетика"
"2356";"
 № 5";"contents.asp?id=43947048";"5";"2020";"21.09.2020";"Известия РАН. Энергетика"
"2357";"
 № 6";"contents.asp?id=44262661";"6";"2020";"27.11.2020";"Известия РАН. Энергетика"
"2358";"
 Т. 156  № 1";"contents.asp?id=68590729";"1";"2024";"19.08.2024";"""Известия русского географического общества"""
"2359";"
 Т. 156  № S2-1";"contents.asp?id=74490139";"S2-1";"2024";"06.11.2024";"""Известия русского географического общества"""
"2360";"
 Т. 155  № 1";"contents.asp?id=54912795";"1";"2023";"29.11.2023";"""Известия русского географического общества"""
"2361";"
 Т. 155  № 2";"contents.asp?id=55187446";"2";"2023";"14.12.2023";"""Известия русского географического общества"""
"2362";"
 Т. 155  № 3-4";"contents.asp?id=57136082";"3-4";"2023";"30.12.2023";"""Известия русского географического общества"""
"2363";"
 Т. 154  № 1";"contents.asp?id=48104025";"1";"2022";"22.03.2022";"""Известия русского географического общества"""
"2364";"
 Т. 154  № 2";"contents.asp?id=48622033";"2";"2022";"14.06.2022";"""Известия русского географического общества"""
"2365";"
 Т. 154  № 3";"contents.asp?id=49297207";"3";"2022";"16.08.2022";"""Известия русского географического общества"""
"2366";"
 Т. 154  № 4";"contents.asp?id=49897751";"4";"2022";"13.12.2022";"""Известия русского географического общества"""
"2367";"
 Т. 154  № 5-6";"contents.asp?id=49994258";"5-6";"2022";"28.12.2022";"""Известия русского географического общества"""
"2368";"
 Т. 153  № 1";"contents.asp?id=44829403";"1";"2021";"16.03.2021";"""Известия русского географического общества"""
"2369";"
 Т. 153  № 2";"contents.asp?id=45795040";"2";"2021";"31.05.2021";"""Известия русского географического общества"""
"2370";"
 Т. 153  № 3";"contents.asp?id=46172436";"3";"2021";"22.06.2021";"""Известия русского географического общества"""
"2371";"
 Т. 153  № 4";"contents.asp?id=46532706";"4";"2021";"14.09.2021";"""Известия русского географического общества"""
"2372";"
 Т. 153  № 5";"contents.asp?id=47147327";"5";"2021";"09.11.2021";"""Известия русского географического общества"""
