Source Title;Country;jif;year;Collection
JOURNAL OF ACCOUNTING  AND ORGANIZATIONAL CHANGE;ENGLAND;1,9;2022;ESCI
JOURNAL OF ACCOUNTING  AND ORGANIZATIONAL CHANGE;ENGLAND;;2021;ESCI
JOURNAL OF ACCOUNTING AUDITING AND FINANCE;UNITED STATES OF AMERICA;1,4;2022;ESCI
JOURNAL OF ACCOUNTING AUDITING AND FINANCE;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF ACCOUNTING IN EMERGING ECONOMIES;ENGLAND;2,3;2022;ESCI
JOURNAL OF ACCOUNTING IN EMERGING ECONOMIES;ENGLAND;;2021;ESCI
JOURNAL OF ACCOUNTING LITERATURE;UNITED STATES OF AMERICA;;2022;ESCI
JOURNAL OF ACCOUNTING REVIEW;CHINA MAINLAND;0,1;2022;ESCI
JOURNAL OF ACCOUNTING REVIEW;CHINA MAINLAND;;2021;ESCI
ON THE HORIZON;ENGLAND;3,2;2022;ESCI
ON THE HORIZON;ENGLAND;;2021;ESCI
JOURNAL OF ACTIVE AND PASSIVE ELECTRONIC DEVICES;UNITED STATES OF AMERICA;0,01;2022;ESCI
JOURNAL OF ACTIVE AND PASSIVE ELECTRONIC DEVICES;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF ACUPUNCTURE AND MERIDIAN STUDIES;SOUTH KOREA;1;2022;ESCI
JOURNAL OF ACUPUNCTURE AND MERIDIAN STUDIES;SOUTH KOREA;;2021;ESCI
JOURNAL OF ACUPUNCTURE AND TUINA SCIENCE;CHINA MAINLAND;0,5;2022;ESCI
JOURNAL OF ACUPUNCTURE AND TUINA SCIENCE;CHINA MAINLAND;;2021;ESCI
JOURNAL OF ACUTE CARE PHYSICAL THERAPY;UNITED STATES OF AMERICA;0,5;2022;ESCI
JOURNAL OF ACUTE CARE PHYSICAL THERAPY;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF ACUTE DISEASE;INDIA;0,5;2022;ESCI
JOURNAL OF ACUTE DISEASE;INDIA;;2021;ESCI
JOURNAL OF ACUTE MEDICINE;TAIWAN;0,6;2022;ESCI
JOURNAL OF ACUTE MEDICINE;TAIWAN;;2021;ESCI
JOURNAL OF ADAPTATION IN FILM & PERFORMANCE;ENGLAND;0,01;2022;ESCI
JOURNAL OF ADAPTATION IN FILM & PERFORMANCE;ENGLAND;;2021;ESCI
JOURNAL OF ADDICTIONS & OFFENDER COUNSELING;UNITED STATES OF AMERICA;1,6;2022;ESCI
JOURNAL OF ADDICTIONS & OFFENDER COUNSELING;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF ADULT AND CONTINUING EDUCATION;ENGLAND;1,9;2022;ESCI
JOURNAL OF ADULT AND CONTINUING EDUCATION;ENGLAND;;2021;ESCI
JOURNAL OF ADULT PROTECTION;ENGLAND;1,2;2022;ESCI
JOURNAL OF ADULT PROTECTION;ENGLAND;;2021;ESCI
JOURNAL OF ADVANCED ACADEMICS;UNITED STATES OF AMERICA;1;2022;ESCI
JOURNAL OF ADVANCED ACADEMICS;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS;JAPAN;0,7;2022;ESCI
JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS;JAPAN;;2021;ESCI
JOURNAL OF ADVANCED DIELECTRICS;SINGAPORE;3,1;2022;ESCI
JOURNAL OF ADVANCED DIELECTRICS;SINGAPORE;;2021;ESCI
JOURNAL OF ADVANCED JOINING PROCESSES;NETHERLANDS;4,1;2022;ESCI
JOURNAL OF ADVANCED JOINING PROCESSES;NETHERLANDS;;2021;ESCI
JOURNAL OF ADVANCED MANUFACTURING SYSTEMS;SINGAPORE;1,4;2022;ESCI
JOURNAL OF ADVANCED MANUFACTURING SYSTEMS;SINGAPORE;;2021;ESCI
JOURNAL OF ADVANCED ORAL RESEARCH;INDIA;0,7;2022;ESCI
JOURNAL OF ADVANCED ORAL RESEARCH;INDIA;;2021;ESCI
JOURNAL OF ADVANCED PHARMACEUTICAL TECHNOLOGY & RESEARCH;INDIA;1,4;2022;ESCI
JOURNAL OF ADVANCED PHARMACEUTICAL TECHNOLOGY & RESEARCH;INDIA;;2021;ESCI
JOURNAL OF ADVANCED SIMULATION IN SCIENCE AND ENGINEERING;JAPAN;0,5;2022;ESCI
JOURNAL OF ADVANCED SIMULATION IN SCIENCE AND ENGINEERING;JAPAN;;2021;ESCI
JOURNAL OF ADVANCED VETERINARY AND ANIMAL RESEARCH;BANGLADESH;1,4;2022;ESCI
JOURNAL OF ADVANCED VETERINARY AND ANIMAL RESEARCH;BANGLADESH;;2021;ESCI
JOURNAL OF ADVANCES IN MANAGEMENT RESEARCH;ENGLAND;3,1;2022;ESCI
JOURNAL OF ADVANCES IN MANAGEMENT RESEARCH;ENGLAND;;2021;ESCI
JOURNAL OF ADVENTURE EDUCATION AND OUTDOOR LEARNING;ENGLAND;1,9;2022;ESCI
JOURNAL OF ADVENTURE EDUCATION AND OUTDOOR LEARNING;ENGLAND;;2021;ESCI
JOURNAL OF AERONAUTICS ASTRONAUTICS AND AVIATION;TAIWAN;0,6;2022;ESCI
JOURNAL OF AERONAUTICS ASTRONAUTICS AND AVIATION;TAIWAN;;2021;ESCI
JOURNAL OF AEROSPACE TECHNOLOGY AND MANAGEMENT;BRAZIL;;2021;ESCI
JOURNAL OF AESTHETICS AND PHENOMENOLOGY;ENGLAND;0,1;2022;ESCI
JOURNAL OF AESTHETICS AND PHENOMENOLOGY;ENGLAND;;2021;ESCI
JOURNAL OF AESTHETICS & CULTURE;ENGLAND;0,3;2022;ESCI
JOURNAL OF AESTHETICS & CULTURE;ENGLAND;;2021;ESCI
JOURNAL OF AFRICAN AMERICAN STUDIES;UNITED STATES OF AMERICA;0,5;2022;ESCI
JOURNAL OF AFRICAN AMERICAN STUDIES;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF AFRICANA RELIGIONS;UNITED STATES OF AMERICA;0,2;2022;ESCI
JOURNAL OF AFRICANA RELIGIONS;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF AFRICAN BUSINESS;ENGLAND;1,9;2022;ESCI
JOURNAL OF AFRICAN BUSINESS;ENGLAND;;2021;ESCI
JOURNAL OF AFRICAN CINEMAS;ENGLAND;0,1;2022;ESCI
JOURNAL OF AFRICAN CINEMAS;ENGLAND;;2021;ESCI
JOURNAL OF AGGRESSION CONFLICT AND PEACE RESEARCH;ENGLAND;0,8;2022;ESCI
JOURNAL OF AGGRESSION CONFLICT AND PEACE RESEARCH;ENGLAND;;2021;ESCI
JOURNAL OF AGING AND ENVIRONMENT;UNITED STATES OF AMERICA;2;2022;ESCI
JOURNAL OF AGING AND ENVIRONMENT;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF AGING RESEARCH;ENGLAND;4,7;2022;ESCI
JOURNAL OF AGING RESEARCH;ENGLAND;;2021;ESCI
JOURNAL OF AGRIBUSINESS IN DEVELOPING AND EMERGING ECONOMIES;ENGLAND;2,4;2022;ESCI
JOURNAL OF AGRIBUSINESS IN DEVELOPING AND EMERGING ECONOMIES;ENGLAND;;2021;ESCI
JOURNAL OF AGRICULTURAL AND APPLIED ECONOMICS;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF AGRICULTURAL EXTENSION;NIGERIA;0,4;2022;ESCI
JOURNAL OF AGRICULTURAL EXTENSION;NIGERIA;;2021;ESCI
JOURNAL OF AGRICULTURAL & FOOD INFORMATION;UNITED STATES OF AMERICA;0,4;2022;ESCI
JOURNAL OF AGRICULTURAL & FOOD INFORMATION;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF AGRICULTURAL SAFETY AND HEALTH;UNITED STATES OF AMERICA;1;2022;ESCI
JOURNAL OF AGRICULTURAL SAFETY AND HEALTH;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF AGRICULTURAL SCIENCES;SRI LANKA;0,6;2022;ESCI
JOURNAL OF AGRICULTURAL SCIENCES;SRI LANKA;;2021;ESCI
JOURNAL OF AGRICULTURE AND ENVIRONMENT FOR INTERNATIONAL DEVELOPMENT;ITALY;0,8;2022;ESCI
JOURNAL OF AGRICULTURE AND ENVIRONMENT FOR INTERNATIONAL DEVELOPMENT;ITALY;;2021;ESCI
JOURNAL OF AGRICULTURE AND FOOD RESEARCH;NETHERLANDS;3,8;2022;ESCI
JOURNAL OF AGRICULTURE AND FOOD RESEARCH;NETHERLANDS;;2021;ESCI
JOURNAL OF AGRICULTURE FOOD SYSTEMS AND COMMUNITY DEVELOPMENT;UNITED STATES OF AMERICA;3,2;2022;ESCI
JOURNAL OF AGRICULTURE FOOD SYSTEMS AND COMMUNITY DEVELOPMENT;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF ALGORITHMS & COMPUTATIONAL TECHNOLOGY;ENGLAND;0,9;2022;ESCI
JOURNAL OF ALGORITHMS & COMPUTATIONAL TECHNOLOGY;ENGLAND;;2021;ESCI
JOURNAL OF AL-TAMADDUN;MALAYSIA;0,3;2022;ESCI
JOURNAL OF AL-TAMADDUN;MALAYSIA;;2021;ESCI
JOURNAL OF ALTERNATIVE INVESTMENTS;UNITED STATES OF AMERICA;0,7;2022;ESCI
JOURNAL OF ALTERNATIVE INVESTMENTS;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF ALZHEIMERS DISEASE REPORTS;NETHERLANDS;3,2;2022;ESCI
JOURNAL OF ALZHEIMERS DISEASE REPORTS;NETHERLANDS;;2021;ESCI
JOURNAL OF AMBULATORY CARE MANAGEMENT;UNITED STATES OF AMERICA;2,3;2022;ESCI
JOURNAL OF AMBULATORY CARE MANAGEMENT;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF AMERICAN CULTURE;UNITED STATES OF AMERICA;0,01;2022;ESCI
JOURNAL OF AMERICAN CULTURE;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF AMERICAN-EAST ASIAN RELATIONS;NETHERLANDS;0,1;2022;ESCI
JOURNAL OF AMERICAN-EAST ASIAN RELATIONS;NETHERLANDS;;2021;ESCI
JOURNAL OF ANAESTHESIOLOGY CLINICAL PHARMACOLOGY;INDIA;1,5;2022;ESCI
JOURNAL OF ANAESTHESIOLOGY CLINICAL PHARMACOLOGY;INDIA;;2021;ESCI
JOURNAL OF ANALYSIS;INDIA;0,8;2022;ESCI
JOURNAL OF ANALYSIS;INDIA;;2021;ESCI
JOURNAL OF ANALYSIS AND TESTING;CHINA MAINLAND;4,7;2022;ESCI
JOURNAL OF ANALYSIS AND TESTING;CHINA MAINLAND;;2021;ESCI
JOURNAL OF ANALYTICAL PSYCHOLOGY;ENGLAND;0,4;2022;ESCI
JOURNAL OF ANALYTICAL PSYCHOLOGY;ENGLAND;;2021;ESCI
JOURNAL OF ANCIENT HISTORY AND ARCHAEOLOGY;ROMANIA;0,2;2022;ESCI
JOURNAL OF ANCIENT HISTORY AND ARCHAEOLOGY;ROMANIA;;2021;ESCI
JOURNAL OF ANCIENT JUDAISM;GERMANY;0,2;2022;ESCI
JOURNAL OF ANCIENT JUDAISM;GERMANY;;2021;ESCI
JOURNAL OF ANIMAL BEHAVIOUR AND BIOMETEOROLOGY;BRAZIL;2,1;2022;ESCI
JOURNAL OF ANIMAL BEHAVIOUR AND BIOMETEOROLOGY;BRAZIL;;2021;ESCI
JOURNAL OF ANTITRUST ENFORCEMENT;ENGLAND;0,7;2022;ESCI
JOURNAL OF ANTITRUST ENFORCEMENT;ENGLAND;;2021;ESCI
JOURNAL OF APPLIED ACCOUNTING RESEARCH;ENGLAND;3;2022;ESCI
JOURNAL OF APPLIED ACCOUNTING RESEARCH;ENGLAND;;2021;ESCI
JOURNAL OF APPLIED ANALYSIS;GERMANY;0,9;2022;ESCI
JOURNAL OF APPLIED ANALYSIS;GERMANY;;2021;ESCI
JOURNAL OF APPLIED AND COMPUTATIONAL MECHANICS;IRAN, ISLAMIC REPUBLIC OF;3,1;2022;ESCI
JOURNAL OF APPLIED AND COMPUTATIONAL MECHANICS;IRAN, ISLAMIC REPUBLIC OF;;2021;ESCI
JOURNAL OF APPLIED AQUACULTURE;UNITED STATES OF AMERICA;1,2;2022;ESCI
JOURNAL OF APPLIED AQUACULTURE;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF APPLIED CORPORATE FINANCE;UNITED STATES OF AMERICA;0,9;2022;ESCI
JOURNAL OF APPLIED CORPORATE FINANCE;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF APPLIED ECONOMICS AND BUSINESS RESEARCH;CANADA;1,3;2022;ESCI
JOURNAL OF APPLIED ECONOMICS AND BUSINESS RESEARCH;CANADA;;2021;ESCI
JOURNAL OF APPLIED ENGINEERING SCIENCES;ROMANIA;1,1;2022;ESCI
JOURNAL OF APPLIED ENGINEERING SCIENCES;ROMANIA;;2021;ESCI
JOURNAL OF APPLIED GEODESY;GERMANY;1,4;2022;ESCI
JOURNAL OF APPLIED GEODESY;GERMANY;;2021;ESCI
JOURNAL OF APPLIED GLYCOSCIENCE;JAPAN;1,1;2022;ESCI
JOURNAL OF APPLIED GLYCOSCIENCE;JAPAN;;2021;ESCI
JOURNAL OF APPLIED HERMENEUTICS;CANADA;0,3;2022;ESCI
JOURNAL OF APPLIED HERMENEUTICS;CANADA;;2021;ESCI
JOURNAL OF APPLIED JOURNALISM & MEDIA STUDIES;ENGLAND;0,6;2022;ESCI
JOURNAL OF APPLIED JOURNALISM & MEDIA STUDIES;ENGLAND;;2021;ESCI
JOURNAL OF APPLIED LABORATORY MEDICINE;UNITED STATES OF AMERICA;2;2022;ESCI
JOURNAL OF APPLIED LABORATORY MEDICINE;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF APPLIED LOGICS-IFCOLOG JOURNAL OF LOGICS AND THEIR APPLICATIONS;ENGLAND;0,4;2022;ESCI
JOURNAL OF APPLIED LOGICS-IFCOLOG JOURNAL OF LOGICS AND THEIR APPLICATIONS;ENGLAND;;2021;ESCI
JOURNAL OF APPLIED MATHEMATICS AND COMPUTATIONAL MECHANICS;POLAND;1;2022;ESCI
JOURNAL OF APPLIED MATHEMATICS AND COMPUTATIONAL MECHANICS;POLAND;;2021;ESCI
JOURNAL OF APPLIED MATHEMATICS & INFORMATICS;SOUTH KOREA;0,3;2022;ESCI
JOURNAL OF APPLIED MATHEMATICS & INFORMATICS;SOUTH KOREA;;2021;ESCI
JOURNAL OF APPLIED MATHEMATICS STATISTICS AND INFORMATICS;SLOVAKIA;0,3;2022;ESCI
JOURNAL OF APPLIED MATHEMATICS STATISTICS AND INFORMATICS;SLOVAKIA;;2021;ESCI
JOURNAL OF APPLIED RESEARCH IN HIGHER EDUCATION;ENGLAND;1,7;2022;ESCI
JOURNAL OF APPLIED RESEARCH IN HIGHER EDUCATION;ENGLAND;;2021;ESCI
JOURNAL OF APPLIED SCHOOL PSYCHOLOGY;UNITED STATES OF AMERICA;1;2022;ESCI
JOURNAL OF APPLIED SCHOOL PSYCHOLOGY;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF APPLIED SCIENCE AND ENGINEERING;TAIWAN;1,3;2022;ESCI
JOURNAL OF APPLIED SCIENCE AND ENGINEERING;TAIWAN;;2021;ESCI
JOURNAL OF  APPLIED SECURITY RESEARCH;UNITED STATES OF AMERICA;1,3;2022;ESCI
JOURNAL OF  APPLIED SECURITY RESEARCH;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF APPLIED SPORT MANAGEMENT;UNITED STATES OF AMERICA;0,5;2022;ESCI
JOURNAL OF APPLIED WATER ENGINEERING AND RESEARCH;ENGLAND;1,2;2022;ESCI
JOURNAL OF APPLIED WATER ENGINEERING AND RESEARCH;ENGLAND;;2021;ESCI
JOURNAL OF ARCHITECTURAL ENGINEERING;UNITED STATES OF AMERICA;2;2022;ESCI
JOURNAL OF ARCHITECTURAL ENGINEERING;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF ARCHITECTURE AND PLANNING -KING SAUD UNIVERSITY;SAUDI ARABIA;0,2;2022;ESCI
JOURNAL OF ARCHITECTURE AND PLANNING -KING SAUD UNIVERSITY;SAUDI ARABIA;;2021;ESCI
JOURNAL OF ARCHITECTURE AND URBANISM;LITHUANIA;0,7;2022;ESCI
JOURNAL OF ARCHITECTURE AND URBANISM;LITHUANIA;;2021;ESCI
JOURNAL OF ARGUMENTATION IN CONTEXT;NETHERLANDS;0,8;2022;ESCI
JOURNAL OF ARGUMENTATION IN CONTEXT;NETHERLANDS;;2021;ESCI
JOURNAL OF ARRHYTHMIA;JAPAN;2;2022;ESCI
JOURNAL OF ARRHYTHMIA;JAPAN;;2021;ESCI
JOURNAL OF ASIA BUSINESS STUDIES;ENGLAND;2,9;2022;ESCI
JOURNAL OF ASIA BUSINESS STUDIES;ENGLAND;;2021;ESCI
JOURNAL OF ASIAN BUSINESS AND ECONOMIC STUDIES;VIETNAM;3,9;2022;ESCI
JOURNAL OF ASIAN BUSINESS AND ECONOMIC STUDIES;VIETNAM;;2021;ESCI
JOURNAL OF ASIAN PACIFIC COMMUNICATION;NETHERLANDS;0,7;2022;ESCI
JOURNAL OF ASIAN PACIFIC COMMUNICATION;NETHERLANDS;;2021;ESCI
JOURNAL OF ASIAN SECURITY AND INTERNATIONAL AFFAIRS;UNITED STATES OF AMERICA;0,9;2022;ESCI
JOURNAL OF ASIAN SECURITY AND INTERNATIONAL AFFAIRS;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF ASIA-PACIFIC BIODIVERSITY;SOUTH KOREA;0,8;2022;ESCI
JOURNAL OF ASIA-PACIFIC BIODIVERSITY;SOUTH KOREA;;2021;ESCI
JOURNAL OF ASIA-PACIFIC POP CULTURE;UNITED STATES OF AMERICA;0,2;2022;ESCI
JOURNAL OF ASIA-PACIFIC POP CULTURE;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF ASIA TEFL;SOUTH KOREA;0,6;2022;ESCI
JOURNAL OF ASIA TEFL;SOUTH KOREA;;2021;ESCI
JOURNAL OF ASSET MANAGEMENT;ENGLAND;2,5;2022;ESCI
JOURNAL OF ASSET MANAGEMENT;ENGLAND;;2021;ESCI
JOURNAL OF ASTRONOMICAL HISTORY AND HERITAGE;THAILAND;0,2;2022;ESCI
JOURNAL OF ASTRONOMICAL HISTORY AND HERITAGE;THAILAND;;2021;ESCI
JOURNAL OF ASTRONOMICAL INSTRUMENTATION;SINGAPORE;1,3;2022;ESCI
JOURNAL OF ASTRONOMICAL INSTRUMENTATION;SINGAPORE;;2021;ESCI
JOURNAL OF ASTRONOMY AND EARTH SCIENCES EDUCATION;UNITED STATES OF AMERICA;0,3;2022;ESCI
JOURNAL OF ASTRONOMY AND EARTH SCIENCES EDUCATION;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF ASTRONOMY AND SPACE SCIENCES;SOUTH KOREA;0,5;2022;ESCI
JOURNAL OF ASTRONOMY AND SPACE SCIENCES;SOUTH KOREA;;2021;ESCI
JOURNAL OF AUDIOLOGY AND OTOLOGY;SOUTH KOREA;1,1;2022;ESCI
JOURNAL OF AUDIOLOGY AND OTOLOGY;SOUTH KOREA;;2021;ESCI
JOURNAL OF AUSTRIAN STUDIES;UNITED STATES OF AMERICA;0,1;2022;ESCI
JOURNAL OF AUSTRIAN STUDIES;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF AYURVEDA AND INTEGRATIVE MEDICINE;NETHERLANDS;2,4;2022;ESCI
JOURNAL OF AYURVEDA AND INTEGRATIVE MEDICINE;NETHERLANDS;;2021;ESCI
JOURNAL OF BANKING AND FINANCE LAW AND PRACTICE;AUSTRALIA;0,4;2022;ESCI
JOURNAL OF BANKING AND FINANCE LAW AND PRACTICE;AUSTRALIA;;2021;ESCI
JOURNAL OF BANKING REGULATION;ENGLAND;1,6;2022;ESCI
JOURNAL OF BANKING REGULATION;ENGLAND;;2021;ESCI
JOURNAL OF BASIC AND CLINICAL HEALTH SCIENCES;TURKEY;0,2;2022;ESCI
JOURNAL OF BASIC AND CLINICAL HEALTH SCIENCES;TURKEY;;2021;ESCI
JOURNAL OF BEHAVIORAL SCIENCE;THAILAND;1,1;2022;ESCI
JOURNAL OF BEHAVIORAL SCIENCE;THAILAND;;2021;ESCI
JOURNAL OF BIOCHEMICAL TECHNOLOGY;INDIA;;2021;ESCI
JOURNAL OF BIOENERGY AND FOOD SCIENCE;BRAZIL;;2021;ESCI
JOURNAL OF BIOLOGICAL RESEARCH-BOLLETTINO DELLA SOCIETA ITALIANA DI BIOLOGIA SPERIMENTALE;ITALY;0,5;2022;ESCI
JOURNAL OF BIOLOGICAL RESEARCH-BOLLETTINO DELLA SOCIETA ITALIANA DI BIOLOGIA SPERIMENTALE;ITALY;;2021;ESCI
JOURNAL OF BIOMEDICAL RESEARCH;CHINA MAINLAND;2,3;2022;ESCI
JOURNAL OF BIOMEDICAL RESEARCH;CHINA MAINLAND;;2021;ESCI
JOURNAL OF BIOMIMETICS BIOMATERIALS AND BIOMEDICAL ENGINEERING;SWITZERLAND;0,7;2022;ESCI
JOURNAL OF BIOMIMETICS BIOMATERIALS AND BIOMEDICAL ENGINEERING;SWITZERLAND;;2021;ESCI
JOURNAL OF BISEXUALITY;UNITED STATES OF AMERICA;1,7;2022;ESCI
JOURNAL OF BISEXUALITY;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF BLOOD MEDICINE;NEW ZEALAND;2;2022;ESCI
JOURNAL OF BLOOD MEDICINE;NEW ZEALAND;;2021;ESCI
JOURNAL OF BODYWORK AND MOVEMENT THERAPIES;ENGLAND;1,4;2022;ESCI
JOURNAL OF BODYWORK AND MOVEMENT THERAPIES;ENGLAND;;2021;ESCI
JOURNAL OF BORDERLANDS STUDIES;URUGUAY;1;2022;ESCI
JOURNAL OF BORDERLANDS STUDIES;URUGUAY;;2021;ESCI
JOURNAL OF BRACHIAL PLEXUS AND PERIPHERAL NERVE INJURY;ENGLAND;0,7;2022;ESCI
JOURNAL OF BRACHIAL PLEXUS AND PERIPHERAL NERVE INJURY;ENGLAND;;2021;ESCI
JOURNAL OF BREAST IMAGING;UNITED STATES OF AMERICA;1,5;2022;ESCI
JOURNAL OF BREAST IMAGING;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF BRITISH AND IRISH INNOVATIVE POETRY;ENGLAND;0,1;2022;ESCI
JOURNAL OF BRITISH AND IRISH INNOVATIVE POETRY;ENGLAND;;2021;ESCI
JOURNAL OF BRONCHOLOGY & INTERVENTIONAL PULMONOLOGY;UNITED STATES OF AMERICA;3,3;2022;ESCI
JOURNAL OF BRONCHOLOGY & INTERVENTIONAL PULMONOLOGY;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF BUSINESS & FINANCE LIBRARIANSHIP;ENGLAND;1,3;2022;ESCI
JOURNAL OF BUSINESS & FINANCE LIBRARIANSHIP;ENGLAND;;2021;ESCI
JOURNAL OF CAFFEINE AND ADENOSINE RESEARCH;UNITED STATES OF AMERICA;1,7;2022;ESCI
JOURNAL OF CAFFEINE AND ADENOSINE RESEARCH;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF CANCER EPIDEMIOLOGY;UNITED STATES OF AMERICA;1,8;2022;ESCI
JOURNAL OF CANCER EPIDEMIOLOGY;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF CANCER POLICY;ENGLAND;1,3;2022;ESCI
JOURNAL OF CANCER POLICY;ENGLAND;;2021;ESCI
JOURNAL OF CANCER PREVENTION;SOUTH KOREA;2,5;2022;ESCI
JOURNAL OF CANCER PREVENTION;SOUTH KOREA;;2021;ESCI
JOURNAL OF CANDIDO TOSTES DAIRY INSTITUTE;BRAZIL;0,01;2022;ESCI
JOURNAL OF CANDIDO TOSTES DAIRY INSTITUTE;BRAZIL;;2021;ESCI
JOURNAL OF CARDIOVASCULAR AND THORACIC RESEARCH;IRAN, ISLAMIC REPUBLIC OF;1,1;2022;ESCI
JOURNAL OF CARDIOVASCULAR AND THORACIC RESEARCH;IRAN, ISLAMIC REPUBLIC OF;;2021;ESCI
JOURNAL OF CARDIOVASCULAR ECHOGRAPHY;INDIA;0,8;2022;ESCI
JOURNAL OF CARDIOVASCULAR ECHOGRAPHY;INDIA;;2021;ESCI
JOURNAL OF CARDIOVASCULAR EMERGENCIES;POLAND;0,4;2022;ESCI
JOURNAL OF CARDIOVASCULAR EMERGENCIES;POLAND;;2021;ESCI
JOURNAL OF CASES ON INFORMATION TECHNOLOGY;UNITED STATES OF AMERICA;1;2022;ESCI
JOURNAL OF CASES ON INFORMATION TECHNOLOGY;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF CENTRAL BANKING THEORY AND PRACTICE;MONTENEGRO;1,4;2022;ESCI
JOURNAL OF CENTRAL BANKING THEORY AND PRACTICE;MONTENEGRO;;2021;ESCI
JOURNAL OF CENTRAL EUROPEAN AGRICULTURE;CROATIA;0,7;2022;ESCI
JOURNAL OF CENTRAL EUROPEAN AGRICULTURE;CROATIA;;2021;ESCI
JOURNAL OF CENTRAL NERVOUS SYSTEM DISEASE;ENGLAND;4,8;2022;ESCI
JOURNAL OF CENTRAL NERVOUS SYSTEM DISEASE;ENGLAND;;2021;ESCI
JOURNAL OF CHANGE MANAGEMENT;ENGLAND;3;2022;ESCI
JOURNAL OF CHANGE MANAGEMENT;ENGLAND;;2021;ESCI
JOURNAL OF CHEMICAL METROLOGY;TURKEY;1,3;2022;ESCI
JOURNAL OF CHEMICAL METROLOGY;TURKEY;;2021;ESCI
JOURNAL OF CHEMISTRY AND TECHNOLOGIES;UKRAINE;0,5;2022;ESCI
JOURNAL OF CHEMISTRY AND TECHNOLOGIES;UKRAINE;;2021;ESCI
JOURNAL OF CHILD & ADOLESCENT TRAUMA;GERMANY;1,5;2022;ESCI
JOURNAL OF CHILD & ADOLESCENT TRAUMA;GERMANY;;2021;ESCI
JOURNAL OF CHILD AND ADOLESCENT MENTAL HEALTH;ENGLAND;;2021;ESCI
JOURNAL OF CHILD AND ADOLESCENT PSYCHIATRIC NURSING;UNITED STATES OF AMERICA;1,5;2022;ESCI
JOURNAL OF CHILD AND ADOLESCENT PSYCHIATRIC NURSING;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF CHILDHOOD STUDIES;CANADA;0,9;2022;ESCI
JOURNAL OF CHILDHOOD STUDIES;CANADA;;2021;ESCI
JOURNAL OF CHILD PSYCHOTHERAPY;ENGLAND;0,4;2022;ESCI
JOURNAL OF CHILD PSYCHOTHERAPY;ENGLAND;;2021;ESCI
JOURNAL OF CHILDRENS SERVICES;ENGLAND;1,2;2022;ESCI
JOURNAL OF CHILDRENS SERVICES;ENGLAND;;2021;ESCI
JOURNAL OF CHILD SCIENCE;GERMANY;0,3;2022;ESCI
JOURNAL OF CHILD SCIENCE;GERMANY;;2021;ESCI
JOURNAL OF CHINA TOURISM RESEARCH;ENGLAND;1,9;2022;ESCI
JOURNAL OF CHINA TOURISM RESEARCH;ENGLAND;;2021;ESCI
JOURNAL OF CHINESE ECONOMIC AND BUSINESS STUDIES;ENGLAND;2;2022;ESCI
JOURNAL OF CHINESE ECONOMIC AND BUSINESS STUDIES;ENGLAND;;2021;ESCI
JOURNAL OF CHINESE ECONOMIC AND FOREIGN TRADE STUDIES;ENGLAND;2,4;2022;ESCI
JOURNAL OF CHINESE ECONOMIC AND FOREIGN TRADE STUDIES;ENGLAND;;2021;ESCI
JOURNAL OF CHINESE HISTORY;UNITED STATES OF AMERICA;0,8;2022;ESCI
JOURNAL OF CHINESE HISTORY;UNITED STATES OF AMERICA;;2021;ESCI
